game_id,rated,turns,victory_status,winner,White Rating,Black Rating,opening_code,opening_moves,opening_fullname,opening_shortname,opening_response
3859,TRUE,17,Mate,White,1728,1549,B01,4,Scandinavian Defense: Modern Variation #2,Scandinavian Defense,
3860,TRUE,42,Resign,White,1643,1558,E00,4,Indian Game: East Indian Defense,Indian Game,
3861,TRUE,119,Resign,White,1822,1562,A45,2,Indian Game,Indian Game,
3862,TRUE,64,Resign,Black,1569,1710,A06,3,Zukertort Opening: Tennison Gambit,Zukertort Opening,
3863,TRUE,94,Out of Time,Black,1579,1557,B72,11,Sicilian Defense: Dragon |  6.Be3,Sicilian Defense,
3864,TRUE,46,Resign,Black,1706,1540,B01,4,Scandinavian Defense: Modern Variation #2,Scandinavian Defense,
3865,TRUE,24,Resign,Black,1543,1858,C40,4,King's Pawn Game: Busch-Gass Gambit,King's Pawn Game,
3866,TRUE,101,Resign,White,1805,1548,B50,4,Sicilian Defense,Sicilian Defense,
3867,FALSE,88,Mate,Black,1500,1769,C20,3,King's Pawn Game: Leonardis Variation,King's Pawn Game,
3868,FALSE,78,Out of Time,Black,1413,1500,B53,7,Sicilian Defense: Modern Variations |  Tartakower,Sicilian Defense,
3869,FALSE,31,Resign,White,1500,1500,C44,4,King's Knight Opening: Normal Variation,King's Knight Opening,
3870,FALSE,2,Resign,White,1500,1784,C00,2,French Defense #2,French Defense,
3871,FALSE,72,Resign,White,1706,1500,D07,7,Queen's Gambit Refused: Chigorin Defense |  Janowski Variation,Queen's Gambit,Refused
3872,FALSE,70,Mate,Black,1347,1500,A27,5,English Opening: King's English Variation |  Three Knights System,English Opening,
3873,TRUE,30,Resign,Black,1644,1810,B25,4,Sicilian Defense: Closed Variation |  Traditional,Sicilian Defense,
3874,FALSE,87,Mate,White,939,963,B02,4,Alekhine Defense: Mokele Mbembe,Alekhine Defense,
3875,FALSE,66,Resign,White,1458,939,A06,2,Reti Opening,Reti Opening,
3876,TRUE,59,Resign,White,1449,940,C24,4,Bishop's Opening: Berlin Defense,Bishop's Opening,
3877,TRUE,80,Resign,Black,949,1064,A15,4,English Opening: Anglo-Indian Defense |  King's Indian Formation,English Opening,
3878,TRUE,66,Mate,Black,961,974,A00,1,Kadas Opening,Kadas Opening,
3879,TRUE,89,Resign,White,963,975,C20,3,King's Pawn Game: Wayward Queen Attack,King's Pawn Game,
3880,TRUE,5,Out of Time,White,1046,986,C27,3,Vienna Game,Vienna Game,
3881,TRUE,52,Mate,Black,1500,1482,A00,1,Polish Opening,Polish Opening,
3882,TRUE,46,Resign,White,1306,1275,B10,2,Caro-Kann Defense,Caro-Kann Defense,
3883,TRUE,35,Mate,White,1259,1319,C42,4,Petrov's Defense,Petrov's Defense,
3884,TRUE,40,Out of Time,Black,1272,1169,B10,2,Caro-Kann Defense,Caro-Kann Defense,
3885,TRUE,8,Resign,Black,1278,1500,B00,2,Borg Defense,Borg Defense,
3886,TRUE,53,Resign,White,1265,1500,B00,4,Nimzowitsch Defense: Williams Variation,Nimzowitsch Defense,
3887,FALSE,120,Resign,Black,1265,1500,C41,4,Philidor Defense #2,Philidor Defense,
3888,FALSE,73,Resign,Black,1265,1500,C40,4,Elephant Gambit,Elephant Gambit,
3889,TRUE,22,Draw,Draw,1264,1268,C40,4,King's Pawn Game: McConnell Defense,King's Pawn Game,
3890,TRUE,66,Out of Time,Black,1278,1280,B02,4,Alekhine Defense: Scandinavian Variation,Alekhine Defense,
3891,TRUE,85,Resign,White,1282,1293,B10,5,Caro-Kann Defense: Two Knights Attack,Caro-Kann Defense,
3892,TRUE,30,Mate,Black,1500,1279,B00,3,Caro-Kann Defense: Hillbilly Attack,Caro-Kann Defense,
3893,TRUE,49,Mate,White,1271,1096,C68,7,Ruy Lopez: Exchange Variation,Ruy Lopez,
3894,TRUE,70,Resign,Black,964,1267,B00,3,Caro-Kann Defense: Hillbilly Attack,Caro-Kann Defense,
3895,TRUE,19,Draw,Draw,1270,1179,A06,3,Zukertort Opening: Tennison Gambit,Zukertort Opening,
3896,TRUE,80,Mate,Black,1277,1490,B29,5,Sicilian Defense: Nimzowitsch Variation |  Advance Variation,Sicilian Defense,
3897,FALSE,5,Resign,White,1370,1422,C40,4,King's Pawn Game: Damiano Defense,King's Pawn Game,
3898,FALSE,41,Resign,White,1370,1176,B20,3,Sicilian Defense: Snyder Variation,Sicilian Defense,
3899,TRUE,53,Mate,White,1366,1402,B00,2,Owen Defense,Owen Defense,
3900,TRUE,30,Mate,Black,1442,1310,A00,1,Sodium Attack,Sodium Attack,
3901,TRUE,153,Resign,Black,1495,1283,C00,3,French Defense: Knight Variation,French Defense,
3902,TRUE,86,Draw,Draw,1387,1507,B02,4,Alekhine Defense: Normal Variation,Alekhine Defense,
3903,FALSE,2,Resign,Black,1264,1507,B07,2,Pirc Defense #4,Pirc Defense,
3904,TRUE,81,Resign,White,1554,1546,A40,2,Horwitz Defense,Horwitz Defense,
3905,TRUE,56,Mate,Black,1586,1632,C20,3,King's Pawn Game: Napoleon Attack,King's Pawn Game,
3906,TRUE,42,Resign,Black,2103,2198,A06,2,Reti Opening,Reti Opening,
3907,TRUE,35,Resign,White,2188,2173,A40,2,Horwitz Defense,Horwitz Defense,
3908,TRUE,132,Out of Time,Black,2066,2180,A00,5,Grob Opening: Grob Gambit |  Fritz Gambit,Grob Opening,
3909,TRUE,42,Draw,Draw,2180,2186,A46,4,Indian Game: Spielmann-Indian,Indian Game,
3910,TRUE,178,Mate,Black,2190,2234,D02,5,Queen's Pawn Game: London System,Queen's Pawn Game,
3911,TRUE,130,Mate,Black,2201,2173,A46,4,Doery Defense,Doery Defense,
3912,TRUE,91,Mate,White,2104,2215,A58,17,Benko Gambit Accepted |  Fianchetto Variation,Benko Gambit,Accepted
3913,TRUE,56,Out of Time,Black,2226,2219,D02,5,Queen's Pawn Game: London System,Queen's Pawn Game,
3914,TRUE,61,Mate,White,2330,2234,D03,10,Queen's Pawn Game: Torre Attack |  Gruenfeld Variation |  Main Line,Queen's Pawn Game,
3915,TRUE,67,Mate,White,2121,2234,B74,17,Sicilian Defense: Dragon Variation |  Classical Variation |  Normal Line,Sicilian Defense,
3916,TRUE,79,Resign,White,2218,1953,D02,5,Queen's Pawn Game: London System,Queen's Pawn Game,
3917,TRUE,190,Mate,Black,2151,2209,B50,5,Sicilian Defense: Delayed Alapin,Sicilian Defense,
3918,TRUE,116,Resign,Black,2221,2209,D02,5,Queen's Pawn Game: London System,Queen's Pawn Game,
3919,TRUE,79,Mate,White,2194,2232,B72,11,Sicilian Defense: Dragon Variation |  Classical Variation #2,Sicilian Defense,
3920,TRUE,35,Mate,White,2221,2222,A40,2,Horwitz Defense,Horwitz Defense,
3921,TRUE,59,Resign,White,2230,1666,B08,8,Pirc Defense: Classical Variation,Pirc Defense,
3922,TRUE,83,Mate,White,2276,2230,A46,4,Indian Game: Spielmann-Indian,Indian Game,
3923,TRUE,74,Mate,Black,2230,2201,D02,5,Queen's Pawn Game: London System,Queen's Pawn Game,
3924,TRUE,65,Resign,White,2226,1977,D02,5,Queen's Pawn Game: London System,Queen's Pawn Game,
3925,TRUE,67,Out of Time,White,2218,2133,A40,2,Horwitz Defense,Horwitz Defense,
3926,TRUE,114,Mate,Black,2225,2207,B50,5,Sicilian Defense: Delayed Alapin,Sicilian Defense,
3927,TRUE,51,Resign,White,2199,2112,D02,5,Queen's Pawn Game: London System,Queen's Pawn Game,
3928,TRUE,100,Draw,Draw,2199,2179,D02,5,Queen's Pawn Game: London System,Queen's Pawn Game,
3929,TRUE,76,Out of Time,Black,2179,2189,A56,4,Benoni Defense,Benoni Defense,
3930,TRUE,132,Mate,Black,1502,1530,C60,5,Ruy Lopez,Ruy Lopez,
3931,TRUE,29,Resign,Black,1368,1496,D01,4,Queen's Pawn Game: Chigorin Variation,Queen's Pawn Game,
3932,TRUE,115,Out of Time,White,1488,1437,C00,3,French Defense: Knight Variation,French Defense,
3933,TRUE,109,Mate,White,1470,1499,C41,5,Philidor Defense,Philidor Defense,
3934,TRUE,86,Mate,Black,1513,1384,C41,5,Philidor Defense,Philidor Defense,
3935,TRUE,57,Mate,White,1514,1523,C34,6,King's Gambit Accepted |  Schallopp Defense,King's Gambit,Accepted
3936,TRUE,64,Mate,Black,1534,1528,C60,6,Ruy Lopez: Cozio Defense,Ruy Lopez,
3937,TRUE,89,Resign,White,1523,1538,B20,3,Sicilian Defense: Bowdler Attack,Sicilian Defense,
3938,TRUE,122,Resign,Black,1550,1511,C41,4,Philidor Defense #2,Philidor Defense,
3939,TRUE,20,Out of Time,Black,810,1218,B07,4,Pirc Defense,Pirc Defense,
3940,TRUE,33,Mate,White,1209,831,D00,3,Queen's Pawn Game #2,Queen's Pawn Game,
3941,TRUE,38,Mate,Black,1210,2026,D00,3,Queen's Pawn Game: Levitsky Attack,Queen's Pawn Game,
3942,TRUE,96,Mate,Black,1211,2025,D04,6,Queen's Pawn Game: Colle System |  Anti-Colle,Queen's Pawn Game,
3943,TRUE,137,Mate,White,1586,1236,C30,4,King's Gambit Declined |  Petrov's Defense,King's Gambit,Declined
3944,TRUE,44,Resign,Black,1255,1815,A40,2,Horwitz Defense,Horwitz Defense,
3945,TRUE,81,Resign,White,1179,1610,D02,4,Queen's Pawn Game: Anti-Torre,Queen's Pawn Game,
3946,TRUE,22,Mate,Black,1188,1716,C46,6,Four Knights Game,Four Knights Game,
3947,TRUE,11,Mate,White,1718,1215,C20,3,King's Pawn Game: Wayward Queen Attack,King's Pawn Game,
3948,TRUE,17,Mate,White,1733,1226,C20,4,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,King's Pawn Game,
3949,TRUE,35,Mate,White,1483,1275,C40,3,King's Knight Opening,King's Knight Opening,
3950,TRUE,43,Mate,White,1378,1430,B01,6,Scandinavian Defense: Gubinsky-Melts Defense,Scandinavian Defense,
3951,TRUE,14,Resign,Black,1387,1621,C45,10,Scotch Game: Modern Defense,Scotch Game,
3952,TRUE,12,Resign,Black,1421,1278,C00,3,French Defense: Normal Variation,French Defense,
3953,TRUE,143,Resign,White,1391,1448,C41,5,Philidor Defense,Philidor Defense,
3954,TRUE,52,Mate,Black,1461,1357,C61,6,Ruy Lopez: Bird Variation,Ruy Lopez,
3955,TRUE,14,Resign,Black,1476,1316,C61,6,Ruy Lopez: Bird Variation,Ruy Lopez,
3956,TRUE,13,Mate,White,1180,1358,C45,7,Scotch Game,Scotch Game,
3957,TRUE,30,Resign,Black,1394,1358,C42,5,Russian Game: Three Knights Game,Russian Game,
3958,TRUE,61,Resign,White,1638,1408,C46,5,Three Knights Opening,Three Knights Opening,
3959,TRUE,52,Mate,Black,1439,1493,B01,4,Scandinavian Defense: Mieses-Kotroc Variation,Scandinavian Defense,
3960,TRUE,15,Resign,White,1483,1478,D00,5,Amazon Attack: Siberian Attack,Amazon Attack,
3961,TRUE,44,Resign,White,1447,1581,B20,3,Sicilian Defense: Bowdler Attack,Sicilian Defense,
3962,TRUE,47,Mate,White,1498,1677,C45,7,Scotch Game,Scotch Game,
3963,TRUE,34,Resign,Black,1561,1574,B07,3,Pirc Defense #5,Pirc Defense,
3964,TRUE,42,Mate,Black,1500,1507,D00,5,Queen's Pawn Game: Stonewall Attack,Queen's Pawn Game,
3965,TRUE,86,Resign,Black,1624,1504,C41,4,Philidor Defense #2,Philidor Defense,
3966,FALSE,33,Mate,White,1430,1492,B20,3,Sicilian Defense: Bowdler Attack,Sicilian Defense,
3967,TRUE,74,Resign,Black,1524,1269,B20,3,Sicilian Defense: Snyder Variation,Sicilian Defense,
3968,TRUE,23,Resign,Black,1500,1401,B10,2,Caro-Kann Defense,Caro-Kann Defense,
3969,FALSE,87,Resign,White,1500,1508,A40,2,English Defense #2,English Defense,
3970,FALSE,32,Mate,Black,1508,1500,E10,6,Blumenfeld Countergambit #2,Blumenfeld Countergambit,
3971,FALSE,16,Resign,Black,1508,2016,A40,1,Queen's Pawn,Queen's Pawn,
3972,FALSE,59,Resign,White,1508,1500,C40,4,King's Pawn Game: Damiano Defense,King's Pawn Game,
3973,FALSE,24,Resign,Black,1508,1727,C02,7,French Defense: Advance |  Steinitz Variation,French Defense,
3974,FALSE,67,Mate,White,1500,1508,C24,4,Bishop's Opening: Berlin Defense,Bishop's Opening,
3975,FALSE,93,Out of Time,White,1508,1403,A40,2,Horwitz Defense,Horwitz Defense,
3976,FALSE,104,Mate,Black,1500,1581,D00,3,Amazon Attack,Amazon Attack,
3977,TRUE,102,Mate,Black,1238,1500,B02,2,Alekhine Defense,Alekhine Defense,
3978,FALSE,10,Mate,Black,1500,1693,A21,3,English Opening: King's English Variation |  Reversed Sicilian,English Opening,
3979,FALSE,37,Mate,White,1693,1500,D00,3,Queen's Pawn Game: Mason Attack,Queen's Pawn Game,
3980,FALSE,60,Resign,Black,1500,1693,D02,3,Queen's Pawn Game: Zukertort Variation,Queen's Pawn Game,
3981,FALSE,20,Resign,Black,1622,1500,C40,4,King's Pawn Game: Busch-Gass Gambit,King's Pawn Game,
3982,TRUE,13,Mate,White,1160,1323,B00,2,Barnes Defense,Barnes Defense,
3983,TRUE,6,Mate,Black,1418,1588,A00,1,Clemenz Opening,Clemenz Opening,
3984,TRUE,43,Mate,White,1930,1500,B00,2,Barnes Defense,Barnes Defense,
3985,FALSE,2,Out of Time,Black,1761,1579,B20,2,Sicilian Defense,Sicilian Defense,
3986,TRUE,79,Resign,White,1745,1853,B01,6,Scandinavian Defense: Main Line,Scandinavian Defense,
3987,TRUE,98,Mate,Black,1750,1733,B57,8,Sicilian Defense: Modern Variations |  Main Line,Sicilian Defense,
3988,FALSE,31,Resign,White,1733,1624,B20,3,Sicilian Defense: Staunton-Cochrane Variation,Sicilian Defense,
3989,TRUE,101,Resign,White,2108,1736,D31,5,Queen's Gambit Declined: Queen's Knight Variation,Queen's Gambit,Declined
3990,TRUE,40,Resign,White,2105,1738,D53,8,Queen's Gambit Declined: 4.Bg5 Be7,Queen's Gambit,Declined
3991,TRUE,46,Resign,White,2101,1741,D32,9,Tarrasch Defense: Two Knights Variation,Tarrasch Defense,
3992,TRUE,24,Resign,White,1852,1748,E32,7,Nimzo-Indian Defense: Classical Variation,Nimzo-Indian Defense,
3993,TRUE,60,Mate,Black,1759,1500,C42,9,Russian Game: Classical Attack,Russian Game,
3994,TRUE,51,Resign,White,1749,1716,C53,7,Italian Game: Classical Variation #2,Italian Game,
3995,TRUE,112,Mate,Black,1763,1661,C54,13,Italian Game: Giuoco Piano |  Greco's Attack,Italian Game,
3996,TRUE,77,Mate,White,1809,1700,B20,2,Sicilian Defense,Sicilian Defense,
3997,TRUE,42,Resign,Black,1801,1686,D20,5,Queen's Gambit Accepted: Old Variation,Queen's Gambit,Accepted
3998,TRUE,65,Resign,White,1711,1713,C68,8,Ruy Lopez: Exchange Variation |  Lutikov Variation,Ruy Lopez,
3999,TRUE,137,Draw,Draw,1712,1751,C01,5,French Defense: Exchange Variation,French Defense,
4000,TRUE,52,Mate,Black,1764,1711,D20,5,Queen's Gambit Accepted: Old Variation,Queen's Gambit,Accepted
4001,TRUE,85,Out of Time,White,1737,1745,C62,6,Ruy Lopez: Steinitz Defense,Ruy Lopez,
4002,TRUE,35,Resign,White,1734,1748,B30,5,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,Sicilian Defense,
4003,TRUE,80,Out of Time,Black,1696,1725,C24,4,Bishop's Opening: Berlin Defense,Bishop's Opening,
4004,TRUE,105,Resign,White,1712,1770,D03,5,Queen's Pawn Game: Torre Attack,Queen's Pawn Game,
4005,TRUE,90,Resign,Black,1734,1701,C20,3,English Opening: The Whale,English Opening,
4006,TRUE,149,Out of Time,White,1796,1709,A03,2,Bird Opening: Dutch Variation,Bird Opening,
4007,TRUE,96,Out of Time,Black,1720,1697,C53,7,Italian Game: Classical Variation #2,Italian Game,
4008,TRUE,38,Resign,Black,1704,1852,D02,3,Queen's Pawn Game: Zukertort Variation,Queen's Pawn Game,
4009,TRUE,84,Out of Time,Black,1718,1587,D02,4,Queen's Pawn Game: Chigorin Variation,Queen's Pawn Game,
4010,TRUE,41,Resign,White,1779,1727,C34,5,King's Gambit Accepted |  King's Knight Gambit,King's Gambit,Accepted
4011,TRUE,62,Out of Time,Black,1737,1775,B31,6,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,Sicilian Defense,
4012,TRUE,53,Out of Time,White,1888,1744,C62,6,Ruy Lopez: Steinitz Defense,Ruy Lopez,
4013,TRUE,27,Mate,White,1852,1761,C50,6,Giuoco Piano,Giuoco Piano,
4014,TRUE,78,Resign,Black,1772,1770,B30,5,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,Sicilian Defense,
4015,TRUE,47,Resign,White,1799,1782,C34,6,King's Gambit Accepted |  MacLeod Defense,King's Gambit,Accepted
4016,TRUE,33,Resign,White,1820,1792,C42,5,Russian Game: Urusov Gambit,Russian Game,
4017,TRUE,103,Resign,White,1734,1805,C50,6,Giuoco Piano,Giuoco Piano,
4018,TRUE,46,Out of Time,Black,1696,1797,C62,6,Ruy Lopez: Steinitz Defense,Ruy Lopez,
4019,TRUE,79,Resign,Black,1695,1789,D00,3,Queen's Pawn Game #2,Queen's Pawn Game,
4020,TRUE,73,Mate,White,1780,1722,A41,4,Wade Defense,Wade Defense,
4021,FALSE,37,Resign,White,1914,1780,C21,10,Danish Gambit Accepted |  Copenhagen Defense,Danish Gambit,Accepted
4022,FALSE,23,Resign,White,1786,1966,B01,4,Scandinavian Defense: Modern Variation #2,Scandinavian Defense,
4023,TRUE,41,Resign,White,1882,1806,A00,1,Saragossa Opening,Saragossa Opening,
4024,TRUE,29,Resign,White,1792,1898,A04,2,Zukertort Opening: Slav Invitation,Zukertort Opening,
4025,TRUE,50,Resign,Black,1760,1782,D00,3,Queen's Pawn Game: Mason Attack,Queen's Pawn Game,
4026,FALSE,85,Out of Time,White,1818,1793,A04,2,Zukertort Opening: Black Mustang Defense,Zukertort Opening,
4027,TRUE,29,Resign,White,1785,2054,C01,5,French Defense: Exchange Variation,French Defense,
4028,TRUE,39,Mate,White,1215,1511,C00,3,French Defense: Queen's Knight,French Defense,
4029,TRUE,39,Mate,White,1687,1218,D00,3,Queen's Pawn Game: Zurich Gambit,Queen's Pawn Game,
4030,TRUE,35,Mate,White,1316,1237,C20,4,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,King's Pawn Game,
4031,TRUE,32,Mate,Black,1261,1279,C40,3,King's Knight Opening,King's Knight Opening,
4032,TRUE,21,Mate,White,1228,1292,C20,3,King's Pawn Game: Wayward Queen Attack,King's Pawn Game,
4033,FALSE,13,Out of Time,White,1255,1151,A00,2,Hungarian Opening: Indian Defense,Hungarian Opening,
4034,TRUE,79,Resign,White,1391,1161,E70,7,King's Indian Defense: Normal Variation,King's Indian Defense,
4035,TRUE,43,Resign,White,1142,1066,A00,1,Hungarian Opening,Hungarian Opening,
4036,TRUE,40,Resign,Black,1162,1242,A00,1,Hungarian Opening,Hungarian Opening,
4037,TRUE,78,Resign,White,1204,1187,B06,2,Modern Defense,Modern Defense,
4038,TRUE,29,Resign,White,1229,1215,B06,2,Modern Defense,Modern Defense,
4039,FALSE,12,Resign,Black,1336,1190,A40,2,Modern Defense,Modern Defense,
4040,TRUE,47,Mate,White,1150,1223,A00,1,Hungarian Opening,Hungarian Opening,
4041,FALSE,40,Resign,White,1450,1150,A40,2,Modern Defense,Modern Defense,
4042,TRUE,85,Resign,White,1425,1164,B06,4,Robatsch (Modern) Defense,Robatsch (Modern) Defense,
4043,TRUE,46,Resign,Black,1452,1108,B06,4,Robatsch (Modern) Defense,Robatsch (Modern) Defense,
4044,FALSE,65,Out of Time,White,1255,1108,A00,2,Hungarian Opening: Symmetrical Variation,Hungarian Opening,
4045,FALSE,17,Draw,Draw,1108,1255,A00,3,Hungarian Opening: Reversed Alekhine,Hungarian Opening,
4046,FALSE,73,Draw,Draw,1255,1108,A05,10,King's Indian Attack: Wahls Defense,King's Indian Attack,
4047,FALSE,91,Out of Time,White,1255,1108,A00,1,Van't Kruijs Opening,Van't Kruijs Opening,
4048,FALSE,88,Draw,Draw,1108,1255,D00,3,Queen's Pawn Game #2,Queen's Pawn Game,
4049,FALSE,64,Resign,Black,1255,1108,D26,10,Queen's Gambit Accepted: Classical Defense,Queen's Gambit,Accepted
4050,TRUE,90,Mate,Black,1142,1431,C01,4,French Defense: Mediterranean Defense,French Defense,
4051,TRUE,57,Mate,White,1107,1022,A45,5,Indian Game: Paleface Attack |  Blackmar-Diemer Gambit Deferred,Indian Game,
4052,FALSE,32,Out of Time,Black,1107,1352,C20,3,King's Pawn Game: Leonardis Variation,King's Pawn Game,
4053,TRUE,45,Mate,White,1581,1513,A01,2,Nimzo-Larsen Attack: English Variation,Nimzo-Larsen Attack,
4054,TRUE,69,Resign,White,1505,1393,A30,2,English Opening: Symmetrical Variation,English Opening,
4055,TRUE,25,Resign,White,1493,1517,B20,3,Sicilian Defense: Bowdler Attack,Sicilian Defense,
4056,TRUE,50,Resign,Black,1494,1506,A30,2,English Opening: Symmetrical Variation,English Opening,
4057,TRUE,75,Resign,White,1497,1494,A13,2,English Opening: Agincourt Defense,English Opening,
4058,TRUE,90,Resign,Black,1572,1484,D02,4,Queen's Pawn Game: Chigorin Variation,Queen's Pawn Game,
4059,TRUE,14,Resign,Black,1492,1563,A22,5,English Opening: Carls-Bremen System,English Opening,
4060,TRUE,37,Resign,White,1511,1502,B30,4,Sicilian Defense: Old Sicilian,Sicilian Defense,
4061,TRUE,52,Resign,Black,1513,1527,A17,4,English Opening: Anglo-Indian Defense |  Hedgehog System,English Opening,
4062,TRUE,52,Mate,Black,1478,1503,D02,4,Queen's Pawn Game: Chigorin Variation,Queen's Pawn Game,
4063,TRUE,54,Resign,Black,1513,1541,A10,2,English Opening: Anglo-Dutch Defense,English Opening,
4064,TRUE,22,Mate,Black,1322,1507,B21,3,Sicilian Defense: McDonnell Attack,Sicilian Defense,
4065,TRUE,31,Resign,White,1504,1509,B20,3,Sicilian Defense: Bowdler Attack,Sicilian Defense,
4066,TRUE,85,Mate,White,1502,1500,A21,3,English Opening: King's English Variation |  Reversed Sicilian,English Opening,
4067,TRUE,64,Resign,White,1491,1505,A10,2,English Opening: Anglo-Scandinavian Defense,English Opening,
4068,TRUE,9,Mate,White,1512,1490,B22,3,Sicilian Defense: Alapin Variation,Sicilian Defense,
4069,TRUE,40,Resign,Black,1502,1469,A13,2,English Opening: Agincourt Defense,English Opening,
4070,TRUE,132,Resign,Black,1497,1491,B20,3,Sicilian Defense: Bowdler Attack,Sicilian Defense,
4071,TRUE,42,Mate,Black,1430,1482,B20,3,Sicilian Defense: Bowdler Attack,Sicilian Defense,
4072,TRUE,50,Resign,White,1465,1493,B31,6,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,Sicilian Defense,
4073,TRUE,37,Resign,White,1476,1432,A20,2,English Opening: King's English Variation,English Opening,
4074,TRUE,117,Resign,White,1501,1486,B20,3,Sicilian Defense: Bowdler Attack,Sicilian Defense,
4075,TRUE,70,Out of Time,Black,1531,1473,A00,1,Grob Opening,Grob Opening,
4076,TRUE,14,Resign,Black,1483,1521,A36,5,English Opening: Symmetrical Variation |  Fianchetto Variation,English Opening,
4077,TRUE,59,Resign,White,1491,1493,B23,3,Sicilian Defense: Closed Variation,Sicilian Defense,
4078,TRUE,39,Resign,White,1480,1592,A20,2,English Opening: King's English Variation,English Opening,
4079,TRUE,26,Resign,Black,1479,1514,A13,2,English Opening: Agincourt Defense,English Opening,
4080,TRUE,58,Resign,Black,1468,1468,B34,9,Sicilian Defense: Accelerated Dragon |  Exchange Variation,Sicilian Defense,
4081,TRUE,104,Mate,Black,1479,1462,A20,2,English Opening: King's English Variation,English Opening,
4082,TRUE,63,Mate,White,1624,1486,B34,9,Sicilian Defense: Accelerated Dragon |  Modern Variation,Sicilian Defense,
4083,TRUE,97,Mate,White,1476,1469,A20,2,English Opening: King's English Variation,English Opening,
4084,TRUE,51,Resign,White,1467,1404,A10,2,English Opening: Anglo-Scandinavian Defense,English Opening,
4085,TRUE,63,Resign,Black,1479,1427,A22,6,English Opening: King's English Variation |  Two Knights Variation |  Reversed Dragon,English Opening,
4086,TRUE,33,Resign,White,1489,1478,B20,3,Sicilian Defense: Bowdler Attack,Sicilian Defense,
4087,TRUE,79,Resign,White,1467,1468,A22,6,English Opening: King's English Variation |  Two Knights Variation |  Smyslov System,English Opening,
4088,TRUE,33,Resign,White,1578,1475,B34,9,Sicilian Defense: Accelerated Dragon |  Modern Variation,Sicilian Defense,
4089,TRUE,11,Resign,White,1466,1395,A10,2,English Opening: Great Snake Variation,English Opening,
4090,TRUE,21,Resign,White,1532,1475,B30,4,Sicilian Defense: Old Sicilian,Sicilian Defense,
4091,TRUE,17,Resign,White,1462,1545,A10,2,English Opening: Anglo-Scandinavian Defense,English Opening,
4092,TRUE,26,Resign,White,1536,1471,B20,3,Sicilian Defense: Bowdler Attack,Sicilian Defense,
4093,TRUE,29,Mate,White,1457,1550,A10,2,English Opening: Anglo-Scandinavian Defense,English Opening,
4094,TRUE,61,Resign,White,1422,1469,B20,2,Sicilian Defense,Sicilian Defense,
4095,TRUE,39,Resign,Black,1481,1436,A21,3,English Opening: King's English Variation |  Reversed Sicilian,English Opening,
4096,TRUE,59,Resign,White,1477,1492,A43,3,Benoni Defense: Benoni Gambit Accepted,Benoni Defense,
4097,FALSE,27,Mate,White,1500,1407,B00,2,Carr Defense,Carr Defense,
4098,FALSE,34,Mate,Black,1407,1500,A00,1,Clemenz Opening,Clemenz Opening,
4099,FALSE,17,Mate,White,1500,1407,B00,2,Carr Defense,Carr Defense,
4100,FALSE,5,Resign,White,1937,1407,A40,1,Queen's Pawn,Queen's Pawn,
4101,TRUE,47,Mate,White,2141,1414,B07,3,Rat Defense: Harmonist,Rat Defense,
4102,TRUE,18,Mate,Black,1500,1742,A00,2,Mieses Opening: Reversed Rat,Mieses Opening,
4103,FALSE,9,Resign,White,1342,1221,C50,7,Italian Game: Giuoco Pianissimo,Italian Game,
4104,TRUE,44,Mate,Black,1254,1204,C48,8,Four Knights Game: Spanish Variation |  Classical Variation,Four Knights Game,
4105,TRUE,53,Mate,White,1184,1269,C46,7,Four Knights Game: Italian Variation,Four Knights Game,
4106,TRUE,26,Resign,Black,1203,1140,C41,4,Philidor Defense #2,Philidor Defense,
4107,TRUE,7,Resign,White,1329,1215,C20,3,King's Pawn Game: Wayward Queen Attack,King's Pawn Game,
4108,TRUE,4,Resign,White,1325,1227,C44,4,King's Knight Opening: Normal Variation,King's Knight Opening,
4109,FALSE,45,Resign,White,1500,1227,A03,2,Bird Opening: Dutch Variation,Bird Opening,
4110,TRUE,17,Resign,Black,1233,1532,C40,3,King's Knight Opening,King's Knight Opening,
4111,TRUE,57,Resign,White,1567,1238,C50,6,Italian Game: Hungarian Defense,Italian Game,
4112,TRUE,85,Mate,White,1681,1216,D02,5,Queen's Pawn Game: London System,Queen's Pawn Game,
4113,TRUE,171,Mate,White,1189,1373,C40,4,Gunderam Defense,Gunderam Defense,
4114,TRUE,28,Resign,White,1162,1319,B00,3,King's Pawn Game: Nimzowitsch Defense,King's Pawn Game,
4115,TRUE,78,Mate,Black,1446,1133,C21,5,Center Game,Center Game,
4116,FALSE,1,Out of Time,White,2404,1616,B00,1,King's Pawn,King's Pawn,
4117,FALSE,91,Resign,White,1616,1657,B00,2,Owen Defense,Owen Defense,
4118,TRUE,70,Resign,Black,1499,1449,D00,5,Blackmar-Diemer Gambit: Gedult Gambit,Blackmar-Diemer Gambit,
4119,TRUE,48,Resign,Black,1405,1365,C20,3,Portuguese Opening,Portuguese Opening,
